Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,AbsoluteEnergy,ConfNumber,RelativeEnergy,11b-HSD-1-refinedX005-1-HBA-model4new,11b-HSD-triterpenes-common-features,11b-HSD1-X005-1-HBA-ohneShape-model4,11b-HSD1-X005-1-model1,11b-HSD2-refinedX005-2-model2new,17b-HSD3-DS-model-1-X007-1,17b-HSD3-DS-model-2-X007-31,17b-HSD4-quercetin-Wetzel-final,17b-HSD4-Quercetin-Wetzel-HBA-F-model3-2,17b-HSD4-Quercetin-Wetzel-HBA-F-model8-1,17b-HSD5-1ry8-rut-1.60-x-1,17b-HSD5-1s2c-flf-1.80-x-1-s,17b-HSD5-1s2c-flf-1.80-x-1,17b-HSD5-1s2c-flf-1.80-x-2-s,17b-HSD5-1zq5-e04-1.30-x-2-s,17b-HSD5-2f38-15m-2.00-x-1-s,17b-HSD5-X009-2,17b-HSD7-Fiala-DS-shapemodell_30,17b-HSD7-Fiala-DS-shapemodell_42,17b-HSD7-Fiala-DS-shapemodell_49,5-LO-N004-1,5-LO-N004-2,5-LO-W001-5,AChE-1acj-tha-HBA-vers,AChE-GNT-Hypo1-shape,AChE-X015-1,aromatase-X006-1,aromatase-X006-2,aromatase-X006-3,COX-1-X017-1,CYP2D6-quant-X012-1,CYP2D6-X012-3,CYP2D6-X012-42,FXR-1osh-fex-1.78-d-1,FXR-1osh-fex-1.78-d-2,FXR-3bej-muf-1.90-x-2-s,FXR-3bej-muf-1.90-x-2,FXR-3fli-33y-2.00-x-1-s,FXR-3fli-33y-2.00-x-1,FXR-X008-1,GR-1nhz-486-2.30-T-2,GR-1nhz-486-2.30-T-3,GR-1nhz-486-2.30-T-4,GR-1nhz-486-2.30-T-5,GR-1p93-dex-2.70-T-1,GR-3bqd-day-2.50-T-1,GR-3bqd-day-2.50-T-2,GR-3cld-gw6-2.84-T-1,GR-3e7c-866-2.15-T-1,GR-T001-1,GR-T001-2,GR-T001-3,GR-T002-1,GR-T002-2,GR-T003-1,GR-T007-1,GR-T008-1,GR-T009-1,GR-T010-1,GR-T011-1,GR-T012-1,GR-T013-1,GR-T014-1,GR-T017-1,IKK2-3rzf-xnm-4.00-n-1,IKK2-N001-6,LXR-1pq6,LXR-1pqc,LXR-1uhl,LXR-1upv,LXR-1upw,LXR-2acl,LXR-3fal,LXR-3fc6,model_DS4,mPGES-1-Hypo_62_01-non-acidic,mPGES-1-X019-2,MR-2a3i-c0r-1.95-Z-1,MR-2aa2-as4-1.95-Z-1,MR-2aa2-as4-1.95-Z-2,MR-2oax-snl-2.29-Z-1,MR-Z001-1,MR-Z001-2,MR-Z002-1,MR-Z002-2,NFkB-DNA-site-N003-1,p38-MAPK-1a9u-sb2-800mod1_h,p38-MAPK-1bl6-sb6-800mod1_h,p38-MAPK-1bmk-sb5-800mod1_ha,p38-MAPK-1ouk+shape,p38-MAPK-1wbvneu+shape,p38-MAPK-2rg6-3cg2+shape,p38-MAPK-3dt1-3ctq+shape,PPARa-1i7g-az2-2.24-x-1,PPARa-1k7l-544-2.50-p-1-s,PPARa-1k7l-544-2.50-p-1,PPARa-1kkq-471-3.00-x-1,PPARa-P007-1,PPARd-1gwx-433-2.50-p-1-s,PPARd-1gwx-433-2.50-p-1,PPARd-1y0s-331-2.65-p-1-s,PPARd-1y0s-331-2.65-p-1,PPARd-1y0s-331-2.65-p-2-s,PPARd-2j14-gni-2.80-p-1-s,PPARg-1fm6-brl-2.10-p-1-s,PPARg-1fm6-brl-2.10-p-1,PPARg-1fm9-570-2.10-x-1,PPARg-1fm9-570-2.10-x-2,PPARg-1i7i-az2-2.35-x-1,PPARg-1k74-544-2.30-p-1-s,PPARg-1knu-ypa-2.50-p-1-s,PPARg-1knu-ypa-2.50-p-2-s,PPARg-1nyx-drf-2.65-p-1-s,PPARg-1nyx-drf-2.65-p-1,PPARg-1nyx-drf-2.65-p-2-s,PPARg-1wm0-plb-2.90-p-1-s,PPARg-1zeo-c01-2.50-p-1-s,PPARg-1zeo-c01-2.50-p-1,PPARg-1zgy-brl-1.80-p-1-s,PPARg-2ath-3ea-2.28-p-1-s,PPARg-2f4b-eha-2.07-p-1-s,PPARg-2fvj-ro0-1.99-p-1-s,PPARg-2g0g-sp0-2.54-p-1-s,PPARg-2g0g-sp0-2.54-p-1,PPARg-2g0h-sp3-2.30-p-1-s,PPARg-2gtk-208-2.10-p-1-s,PPARg-2hfp-nsi-2.00-p-1-s,PPARg-2prg-brl-2.30-p-1-s,PPARg-2prg-brl-2.30-p-1,PPARg-2q59-240-2.20-p-1-s,PPARg-4prg-072-2.90-p-1-s,PPARg-P002-1,PTP1b-1bzj-pic-2.25-d-1,PTP1b-1c84-761-2.35-d-1,PTP1b-1c85-oba-2.72-d-1,PTP1b-1c86-opa-2.30-d-1,PTP1b-1c87-opa-2.10-d-1,PTP1b-1c88-ota-1.80-d-1,PTP1b-1ecv-878-1.95-d-2,PTP1b-1gfy-col-2.13-d-1,PTP1b-2bgd-t1d-2.40-d-1,PTP1b-2cnf-f32-2.20-d-1-s,PTP1b-2cnf-f32-2.20-d-1,PTP1b-2cng-ize-1.90-d-1,PTP1b-2cni-izf-2.00-d-1-s,PTP1b-2cni-izf-2.00-d-1
,189,943029-51-4 (R),false,false,false,255 255 255 255,false,,,,,,,56.0379,1,19.6171,0.0216914,0,0.0216914,0,0,0,0,0.00626765,1.25227e-008,0.44144,0,0,0,0,0,0,0,0.193055,0,0,0.162734,0.292267,0.918068,0,0,0,0.201573,0.771021,0.491121,0.328237,0.499562,0.910703,0,0,0,0,0.3862,0.222768,0.222768,0.231645,0,0,0,0.064386,0,0,0.0249541,0,0.184969,0,0,0.517514,0,0.000953085,0,0,0,0,0,0,0,0,0,0,0,0.299403,0.00165028,0,0,0,0,0.0482152,0.00295502,0,0,0,0,0.595107,0,0.342072,0.598446,0,0,0,0.517514,0,0,0,0,0,0,0,0,0.151671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,190,94385-84-9,false,false,false,255 255 255 255,false,,,,,,,57.9052,1,19.9249,0.597496,0,0.621303,0,0,0,0,0,0,0,0,0,0,0.0326437,0,0,0,0,0,0,0,0.0510334,0.80732,0,0,0,0,0.630343,0,0.90963,0.582901,0.897025,0,0,0,0,0.195143,0.203936,0.203936,0.534567,0,0,0,0,0,0,0,0,0.130347,0.00302136,0.0431333,0.262269,0.229111,0.215051,0,0,0,0,0,0,0,0,0,0,0,0,0.0189231,0.286852,0.0906987,0,0.133891,0.0091687,0.0799308,0,0,0,0,0.465695,0,0.317765,0.343006,0,0,0.0431333,0.262269,0.496458,0.462057,0.444234,0,0.0325266,0,0.172288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954245,0.00954245,0,0,0,0,0,0,0,0.00209875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,191,950169-43-4,false,false,false,255 255 255 255,false,,,,,,,50.5395,1,19.4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630917,0,0,0,0,0,0,0,0,0.790113,0,0.270467,0,0,0.582959,0,0.356703,0.418077,0.884635,0,0,0,0,0.222476,0.160939,0.160939,0.0568927,0,0,0,0,0,0,0.228976,0,0,0,0.00587584,0.0130492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029598,0.219049,0,0,0.0651841,0.0526776,0.166474,0,0.000185823,0,0,0.414754,0,0.265136,0.592209,8.16158e-006,0,0.00587584,0.0130492,0.896629,0.446467,0,0,0,0,0.0104825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,192,95868-65-8,false,false,false,255 255 255 255,false,,,,,,,80.1893,1,19.4893,0,0,0,0,0.23844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457975,0,0,0,0,0.784736,0.440697,0.0518889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567183,0,6.90956e-007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,193,96400-40-7 (R),false,false,false,255 255 255 255,false,,,,,,,96.9882,1,19.7897,0.35727,0,0.410772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699168,0,0,0,0,0.703035,0,0.646988,0,0.913206,0,0,0,0,0.00035914,0,0,0.135139,0,0,0,0,0,0,0,0,0,0,0,0,0.0892739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442333,0.00497025,0,0,0.500625,0,0,0,0,0,0,0.132202,0,0,0,0,0,0,0,0.438523,0.0445314,0.0097344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106964,0.0106964,0,0,0,0,0,0.111801,0.119413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,194,96400-41-8 (R),false,false,false,255 255 255 255,false,,,,,,,96.0821,1,19.9552,0,0,0.42145,0,0,0,0,0,0,0,0,0,0,0.273402,0,0,0,0,0,0,0.214755,0.118875,0.648119,0,0,0,0,0.615468,0,0.865795,0,0.8524,0,0,0,0,0,0,0,0.200517,0,0,0,0,0,0,0,0,0,0,0,0,0.00211711,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96246e-006,0.0364165,0,0,0.0215145,0,0,0,0,0,0,0.271051,0,0.00203811,0,0,0,0,0,0.00725944,0.0808526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805857,0.00805857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,195,"a,ß-Dihydroxanthohumol",false,false,false,255 255 255 255,false,,,,,,,54.999,1,19.7305,0,0,0,0,0,0,0,4.69655e-009,9.14064e-005,0.165217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218371,0,0,0.735104,0,0.171874,0.270994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,Abacopterin L,false,false,false,255 255 255 255,false,,,,,,,63.0471,1,19.6203,0.131067,0,0.299161,0,0.493471,0,0,0,8.00249e-008,5.09966e-010,0,0,0,0,0,0,0,0,0,0,0,0.26545,0.464091,0,0,0,0,0.784544,0.485809,0.627462,0.272237,0.84164,0,0,0,0,0,0,0,0.376408,0,0,0.000190754,0.420544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21718e-006,0,0,0,0.194986,0,0,0.303078,0,0,0,0,0,0,0,0,0,0.425138,0,0.664982,0.000594417,0.00651531,0.194614,0,0,0,0,0,0,0,0,0,0,0,0,0.405133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130235,0,0,0,0,0,0,0
,197,Acumitin,false,false,false,255 255 255 255,false,,,,,,,81.2217,1,19.9639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139953,0,0,0,0,0.721651,0.431281,0.315618,0.187725,0.672622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138804,0,0,0,0,0,0,0,0,0,0,3.98201e-008,0,0,0,0,0,0.110083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,198,Adunctin A,false,false,false,255 255 255 255,false,,,,,,,67.0885,1,19.9696,0.153905,0,0.250673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519537,0,0.733088,0.2508,0.870559,0,0,0,0,0,0.251021,0.251021,0.461109,0,0,0,0,0,0,0,0,0,0.00378952,0.0337187,0.557254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201054,0,0,0.391892,0,0,0,0,0,0,0,0,0,0,0,4.46015e-011,0.0337187,0.557254,0,0.00109435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137596,0.00137596,0.00405247,0,0,0,0,0,0.129202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,199,Adunctin C,false,false,false,255 255 255 255,false,,,,,,,84.8,1,19.9759,0.0439822,0,0.0439822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383093,0,0.641816,0.167608,0.877254,0,0,0,0,0,0.384486,0.384486,0.518986,0,0,0,0,0,0,0,0,0,0,0.00753767,0.197673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417351,0,0,0.0660397,0,0,0,0,0,0,0,0,0,0,0,0,0.00753767,0.197673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
